,new_reg,after_1m,after_2m,after_3m,after_4m,after_5m
0,-4.59079122543335,0.8394365310668945,-0.1013181209564209,2.459494709968567,-0.8123941421508789,-2.7698655128479004
1,-3.3469743728637695,4.264217376708984,5.76205587387085,8.336064219474792,29.404141426086426,-4.008535385131836
2,12.559869766235352,13.174046277999878,23.06383776664734,28.022776067256927,38.567386627197266,14.081645965576172
3,21.219727516174316,10.063372731208801,15.816313743591309,30.609563916921616,36.734471797943115,9.36154556274414
4,2.2585887908935547,4.679912209510803,21.749114990234375,14.724230617284775,37.109883546829224,9.91343641281128
5,-8.33189868927002,3.2593436241149902,10.430508375167847,4.304437279701233,14.129414975643158,1.4294819831848145
6,-0.12115859985351562,5.458573341369629,17.300451278686523,33.5749477148056,36.67641258239746,6.822053909301758
7,23.444583892822266,5.3080010414123535,5.058805465698242,49.40889489650726,53.197410106658936,22.360471725463867
8,53.4378604888916,18.559051752090454,46.60594177246094,62.08904355764389,81.77289175987244,11.96621322631836
9,22.196431159973145,17.256965160369873,34.5228157043457,40.43165868520737,67.05964696407318,14.050494194030762
10,-2.050201892852783,0.9146304130554199,0.366926908493042,0.42865920066833496,-0.8835246562957764,-2.1106719970703125
11,-9.502830505371094,23.403689861297607,18.64339542388916,14.1555255651474,10.583044052124023,0.9881906509399414
12,2.0326099395751953,34.55698895454407,22.996628761291504,33.73117208480835,15.424687385559082,14.813892364501953
13,11.98659610748291,31.480279207229614,12.237557411193848,26.43403935432434,37.920325756073,7.487515449523926
14,-4.307533264160156,16.948678493499756,6.3218865394592285,10.662086129188538,8.816982984542847,-2.2528724670410156
15,-6.434308052062988,5.615257740020752,0.9366283416748047,4.176337778568268,7.977051258087158,10.00136423110962
16,-1.5389022827148438,51.640849113464355,38.97785949707031,51.11150932312012,47.70190477371216,59.28567695617676
17,10.950244903564453,71.70598602294922,-5.023377418518066,10.195729672908783,18.26384210586548,-2.0358142852783203
18,34.45917224884033,77.64065933227539,49.8146448135376,41.877623438835144,64.31888771057129,28.014930725097656
19,20.19514274597168,44.871169567108154,19.684962272644043,44.31855469942093,64.14602017402649,50.62368965148926
20,-8.400103569030762,-1.5691633224487305,-22.29132080078125,4.243292450904846,0.636573314666748,-34.02924728393555
21,-13.604792594909668,-2.9136295318603516,-11.332279205322266,0.48723697662353516,-0.6262682676315308,-4.187802314758301
